"State","Municipality","Name Id","Place Name","Place Name Status","Feature Type","Longitude","Latitude","Place Id"
"VIC","GREATER BENDIGO CITY","101057","EAGLEHAWK NORTH","REGISTERED","LOCB","144.2537217","-36.6869694","101043"
"VIC","BANYULE CITY","101058","EAGLEMONT","REGISTERED","LOCB","145.065196","-37.764192","101044"
"VIC","STRATHBOGIE SHIRE","101059","EARLSTON","REGISTERED","LOCB","145.6817806","-36.5312402","101045"
"VIC","EAST GIPPSLAND SHIRE","101060","EAST BAIRNSDALE","REGISTERED","LOCB","147.6558144","-37.8396173","101046"
"VIC","GREATER BENDIGO CITY","101061","EAST BENDIGO","REGISTERED","LOCB","144.312565","-36.7430655","101047"
"VIC","GREATER GEELONG CITY","101062","EAST GEELONG","REGISTERED","LOCB","144.3812114","-38.1556842","101048"
"VIC","MELBOURNE CITY","101063","EAST MELBOURNE","REGISTERED","LOCB","144.9813468","-37.8154235","101049"
"VIC","WELLINGTON SHIRE","101064","EAST SALE","REGISTERED","LOCB","147.1406056","-38.104071","101050"
"VIC","WANGARATTA RURAL CITY","101065","EAST WANGARATTA","REGISTERED","LOCB","146.3802725","-36.3629272","101051"
"VIC","YARRA RANGES SHIRE","101066","EAST WARBURTON","REGISTERED","LOCB","145.7620541","-37.6908808","101052"
"VIC","SURF COAST SHIRE","101067","EASTERN VIEW","REGISTERED","LOCB","144.0430892","-38.453356","101053"
"VIC","LODDON SHIRE","101068","EASTVILLE","REGISTERED","LOCB","143.9460633","-36.8750623","101054"
"VIC","MOUNT ALEXANDER SHIRE","101069","EASTVILLE","REGISTERED","LOCB","143.9362286","-36.8957492","101055"
"VIC","EAST GIPPSLAND SHIRE","103803","EASTWOOD","REGISTERED","LOCB","147.6047222","-37.8208333","103644"
"VIC","WODONGA CITY","101070","EBDEN","REGISTERED","LOCB","147.0406809","-36.1687877","101056"
"VIC","CAMPASPE SHIRE","101071","ECHUCA","REGISTERED","LOCB","144.7617932","-36.1550333","101057"
"VIC","CAMPASPE SHIRE","101072","ECHUCA VILLAGE","REGISTERED","LOCB","144.8169381","-36.1418149","101058"
"VIC","CAMPASPE SHIRE","101073","ECHUCA WEST","REGISTERED","LOCB","144.6696362","-36.1774974","101059"
"VIC","CORANGAMITE SHIRE","101074","ECKLIN SOUTH","REGISTERED","LOCB","142.906064","-38.3869561","101060"
"VIC","MOYNE SHIRE","101075","ECKLIN SOUTH","REGISTERED","LOCB","142.858996","-38.3820866","101061"
"VIC","MOUNT ALEXANDER SHIRE","101078","EDDINGTON","REGISTERED","LOCB","143.8678976","-36.9171439","101064"
"VIC","LODDON SHIRE","101077","EDDINGTON","REGISTERED","LOCB","143.8641606","-36.8755403","101063"
"VIC","CENTRAL GOLDFIELDS SHIRE","101076","EDDINGTON","REGISTERED","LOCB","143.831893","-36.9205079","101062"
"VIC","WHITTLESEA CITY","101079","EDEN PARK","REGISTERED","LOCB","145.069869","-37.4876087","101065"
"VIC","WEST WIMMERA SHIRE","101080","EDENHOPE","REGISTERED","LOCB","141.3077605","-37.0651894","101066"
"VIC","MACEDON RANGES SHIRE","101081","EDGECOMBE","REGISTERED","LOCB","144.4629569","-37.1830841","101067"
"VIC","WANGARATTA RURAL CITY","101082","EDI","REGISTERED","LOCB","146.4070671","-36.6500425","101068"
"VIC","WANGARATTA RURAL CITY","101083","EDI UPPER","REGISTERED","LOCB","146.526109","-36.7434862","101069"
"VIC","KINGSTON CITY","101084","EDITHVALE","REGISTERED","LOCB","145.1151289","-38.0377579","101070"
"VIC","HEPBURN SHIRE","101085","EGANSTOWN","REGISTERED","LOCB","144.0935286","-37.3625865","101071"
"VIC","MANSFIELD SHIRE","101086","EILDON","REGISTERED","LOCB","146.0265559","-37.2790028","101072"
"VIC","MURRINDINDI SHIRE","101087","EILDON","REGISTERED","LOCB","145.9959979","-37.3733028","101073"
"VIC","MOORABOOL SHIRE","101088","ELAINE","REGISTERED","LOCB","144.0073909","-37.7616025","101074"
"VIC","WANGARATTA RURAL CITY","101089","ELDORADO","REGISTERED","LOCB","146.5383874","-36.329985","101075"
"VIC","HEPBURN SHIRE","101090","ELEVATED PLAINS","REGISTERED","LOCB","144.1321975","-37.2947833","101076"
"VIC","CORANGAMITE SHIRE","101091","ELINGAMITE","REGISTERED","LOCB","143.0132031","-38.3723666","101077"
"VIC","CORANGAMITE SHIRE","101092","ELINGAMITE NORTH","REGISTERED","LOCB","142.9879144","-38.3506881","101078"
"VIC","UNINCORPORATED","104554","ELIZABETH ISLAND","REGISTERED","LOCB","145.3691667","-38.4169444","104358"
"VIC","EAST GIPPSLAND SHIRE","101093","ELLASWOOD","REGISTERED","LOCB","147.5701934","-37.782062","101079"
"VIC","MOYNE SHIRE","101094","ELLERSLIE","REGISTERED","LOCB","142.6569245","-38.1250735","101080"
"VIC","COLAC OTWAY SHIRE","101095","ELLIMINYT","REGISTERED","LOCB","143.5782719","-38.3708671","101081"
"VIC","BAW BAW SHIRE","101096","ELLINBANK","REGISTERED","LOCB","145.9296344","-38.252834","101082"
"VIC","PYRENEES SHIRE","101098","ELMHURST","REGISTERED","LOCB","143.2759684","-37.1668559","101084"
"VIC","ARARAT RURAL CITY","101097","ELMHURST","REGISTERED","LOCB","143.2271233","-37.1837411","101083"
"VIC","GREATER BENDIGO CITY","101099","ELMORE","REGISTERED","LOCB","144.5718181","-36.4674908","101085"
"VIC","MOUNT ALEXANDER SHIRE","101100","ELPHINSTONE","REGISTERED","LOCB","144.355503","-37.0761792","101086"
"VIC","GLEN EIRA CITY","101101","ELSTERNWICK","REGISTERED","LOCB","145.0065276","-37.8868009","101087"
"VIC","NILLUMBIK SHIRE","101103","ELTHAM","REGISTERED","LOCB","145.1585334","-37.7152482","101089"
"VIC","BANYULE CITY","101102","ELTHAM","REGISTERED","LOCB","145.1358082","-37.7244217","101088"
"VIC","BANYULE CITY","101104","ELTHAM NORTH","REGISTERED","LOCB","145.1388253","-37.6933412","101090"
"VIC","NILLUMBIK SHIRE","101105","ELTHAM NORTH","REGISTERED","LOCB","145.1465224","-37.6980445","101091"
"VIC","PORT PHILLIP CITY","101106","ELWOOD","REGISTERED","LOCB","144.9857581","-37.8810189","101092"
"VIC","CARDINIA SHIRE","101107","EMERALD","REGISTERED","LOCB","145.437943","-37.9461026","101093"
"VIC","YARRA RANGES SHIRE","101108","EMERALD","REGISTERED","LOCB","145.4487151","-37.897933","101094"
"VIC","CENTRAL GOLDFIELDS SHIRE","101109","EMU","REGISTERED","LOCB","143.4991427","-36.7519052","101095"
"VIC","LODDON SHIRE","101110","EMU","REGISTERED","LOCB","143.4903569","-36.7276729","101096"
"VIC","NORTHERN GRAMPIANS SHIRE","101111","EMU","REGISTERED","LOCB","143.4336439","-36.7340742","101097"
"VIC","GREATER BENDIGO CITY","101112","EMU CREEK","REGISTERED","LOCB","144.3508895","-36.8443004","101098"
"VIC","CASEY CITY","101113","ENDEAVOUR HILLS","REGISTERED","LOCB","145.2558495","-37.9690043","101099"
"VIC","GOLDEN PLAINS SHIRE","101114","ENFIELD","REGISTERED","LOCB","143.7884085","-37.7530884","101100"
"VIC","SOUTHERN GRAMPIANS SHIRE","101115","ENGLEFIELD","REGISTERED","LOCB","141.8148189","-37.325016","101101"
"VIC","MANSFIELD SHIRE","103723","ENOCHS POINT","REGISTERED","LOCB","146.1308333","-37.425","103576"
"VIC","EAST GIPPSLAND SHIRE","101116","ENSAY","REGISTERED","LOCB","147.8377619","-37.3852293","101102"
"VIC","EAST GIPPSLAND SHIRE","101117","ENSAY NORTH","REGISTERED","LOCB","147.8621913","-37.2953233","101103"
"VIC","GREATER BENDIGO CITY","101118","EPPALOCK","REGISTERED","LOCB","144.462731","-36.854193","101104"
"VIC","WHITTLESEA CITY","101119","EPPING","REGISTERED","LOCB","145.0094931","-37.6383635","101105"
"VIC","GREATER BENDIGO CITY","101120","EPSOM","REGISTERED","LOCB","144.3087065","-36.70334","101106"
"VIC","PYRENEES SHIRE","101122","ERCILDOUNE","REGISTERED","LOCB","143.5804112","-37.4110473","101108"
"VIC","BALLARAT CITY","101121","ERCILDOUNE","REGISTERED","LOCB","143.636924","-37.4274596","101107"
"VIC","BAW BAW SHIRE","101123","ERICA","REGISTERED","LOCB","146.3790383","-37.976268","101109"
"VIC","EAST GIPPSLAND SHIRE","101124","ERRINUNDRA","REGISTERED","LOCB","148.7423995","-37.4535448","101110"
"VIC","TOWONG SHIRE","101125","ESKDALE","REGISTERED","LOCB","147.2155637","-36.5051691","101111"
"VIC","MOIRA SHIRE","101126","ESMOND","REGISTERED","LOCB","146.1833993","-36.0644519","101112"
"VIC","MOONEE VALLEY CITY","101127","ESSENDON","REGISTERED","LOCB","144.9122626","-37.7492298","101113"
"VIC","MOONEE VALLEY CITY","103717","ESSENDON FIELDS","REGISTERED","LOCB","144.9008333","-37.7286111","103570"
"VIC","MOONEE VALLEY CITY","101128","ESSENDON NORTH","REGISTERED","LOCB","144.9005311","-37.7377926","101114"
"VIC","MOONEE VALLEY CITY","101129","ESSENDON WEST","REGISTERED","LOCB","144.8845786","-37.7528436","101115"
"VIC","CASEY CITY","101130","EUMEMMERRING","REGISTERED","LOCB","145.2481962","-37.9988088","101116"
"VIC","COLAC OTWAY SHIRE","101131","EURACK","REGISTERED","LOCB","143.7286875","-38.150812","101117"
"VIC","BALLARAT CITY","101132","EUREKA","REGISTERED","LOCB","143.8822205","-37.5648492","101118"
"VIC","STRATHBOGIE SHIRE","101133","EUROA","REGISTERED","LOCB","145.5620532","-36.756395","101119"
"VIC","ALPINE SHIRE","101134","EUROBIN","REGISTERED","LOCB","146.8403166","-36.63601","101120"
"VIC","HEPBURN SHIRE","101135","EVANSFORD","REGISTERED","LOCB","143.6759043","-37.2626205","101121"
"VIC","PYRENEES SHIRE","101136","EVANSFORD","REGISTERED","LOCB","143.6344587","-37.2623237","101122"
"VIC","ARARAT RURAL CITY","101137","EVERSLEY","REGISTERED","LOCB","143.1761967","-37.2033418","101123"
"VIC","PYRENEES SHIRE","101138","EVERSLEY","REGISTERED","LOCB","143.1691234","-37.1685311","101124"
"VIC","WANGARATTA RURAL CITY","101139","EVERTON","REGISTERED","LOCB","146.5541455","-36.4429219","101125"
"VIC","WANGARATTA RURAL CITY","101140","EVERTON UPPER","REGISTERED","LOCB","146.5701845","-36.3770425","101126"
"VIC","MELTON CITY","101141","EXFORD","REGISTERED","LOCB","144.5433525","-37.7301252","101127"
"VIC","WYNDHAM CITY","101143","EYNESBURY","REGISTERED","LOCB","144.5321956","-37.8060933","101129"
"VIC","MELTON CITY","101142","EYNESBURY","REGISTERED","LOCB","144.5482626","-37.7703571","101128"
"VIC","SOUTH GIPPSLAND SHIRE","101144","FAIRBANK","REGISTERED","LOCB","145.9319306","-38.4042598","101130"
"VIC","DAREBIN CITY","101145","FAIRFIELD","REGISTERED","LOCB","145.0205458","-37.7739002","101131"
"VIC","YARRA CITY","101146","FAIRFIELD","REGISTERED","LOCB","145.0111157","-37.7928138","101132"
"VIC","SURF COAST SHIRE","101147","FAIRHAVEN","REGISTERED","LOCB","144.0856975","-38.4561176","101133"
"VIC","GANNAWARRA SHIRE","101148","FAIRLEY","REGISTERED","LOCB","143.8160975","-35.684314","101134"
"VIC","EAST GIPPSLAND SHIRE","101150","FAIRY DELL","REGISTERED","LOCB","147.7553572","-37.6833687","101136"
"VIC","CAMPASPE SHIRE","101149","FAIRY DELL","REGISTERED","LOCB","144.7351855","-36.3227825","101135"
"VIC","ALPINE SHIRE","101151","FALLS CREEK","REGISTERED","LOCB","147.2245994","-36.8689606","101137"
"VIC","MOUNT ALEXANDER SHIRE","101152","FARADAY","REGISTERED","LOCB","144.3059924","-37.0455655","101138"
"VIC","MURRINDINDI SHIRE","101153","FAWCETT","REGISTERED","LOCB","145.7197343","-37.1032144","101139"
"VIC","HUME CITY","101154","FAWKNER","REGISTERED","LOCB","144.9603823","-37.6908021","101140"
"VIC","MORELAND CITY","101155","FAWKNER","REGISTERED","LOCB","144.9689718","-37.7036445","101141"
"VIC","LODDON SHIRE","101156","FENTONS CREEK","REGISTERED","LOCB","143.530592","-36.5570365","101142"
"VIC","COLAC OTWAY SHIRE","101157","FERGUSON","REGISTERED","LOCB","143.5226327","-38.6249389","101143"
"VIC","MACEDON RANGES SHIRE","101159","FERN HILL","REGISTERED","LOCB","144.4243853","-37.3671687","101145"
"VIC","HEPBURN SHIRE","101158","FERN HILL","REGISTERED","LOCB","144.3997303","-37.3681105","101144"
"VIC","EAST GIPPSLAND SHIRE","101160","FERNBANK","REGISTERED","LOCB","147.3193122","-37.8571454","101146"
"VIC","WELLINGTON SHIRE","101161","FERNBANK","REGISTERED","LOCB","147.3284704","-37.9229662","101147"
"VIC","BAW BAW SHIRE","101162","FERNDALE","REGISTERED","LOCB","145.9403382","-38.3085651","101148"
"VIC","LODDON SHIRE","101163","FERNIHURST","REGISTERED","LOCB","143.8667753","-36.2288626","101149"
"VIC","YARRA RANGES SHIRE","101164","FERNSHAW","REGISTERED","LOCB","145.6384927","-37.6211115","101150"
"VIC","KNOX CITY","101165","FERNTREE GULLY","REGISTERED","LOCB","145.2820793","-37.8861746","101151"
"VIC","YARRA RANGES SHIRE","101166","FERNY CREEK","REGISTERED","LOCB","145.3342075","-37.875492","101152"
"VIC","MELTON CITY","123260","FIELDSTONE","REGISTERED","LOCB","144.6501444","-37.7522083","122615"
"VIC","LODDON SHIRE","101167","FIERY FLAT","REGISTERED","LOCB","143.817129","-36.412574","101153"
"VIC","MORNINGTON PENINSULA SHIRE","101168","FINGAL","REGISTERED","LOCB","144.8569023","-38.4197763","101154"
"VIC","SOUTH GIPPSLAND SHIRE","101169","FISH CREEK","REGISTERED","LOCB","146.075813","-38.72676","101155"
"VIC","SWAN HILL RURAL CITY","101170","FISH POINT","REGISTERED","LOCB","143.7280754","-35.451606","101156"
"VIC","MOORABOOL SHIRE","101171","FISKVILLE","REGISTERED","LOCB","144.2279538","-37.682317","101157"
"VIC","YARRA CITY","101172","FITZROY","REGISTERED","LOCB","144.9791656","-37.8009173","101158"
"VIC","MORELAND CITY","101173","FITZROY NORTH","REGISTERED","LOCB","144.9833475","-37.774937","101159"
"VIC","YARRA CITY","101174","FITZROY NORTH","REGISTERED","LOCB","144.9844693","-37.78456","101160"
"VIC","EAST GIPPSLAND SHIRE","101175","FLAGGY CREEK","REGISTERED","LOCB","147.4804875","-37.7524283","101161"
"VIC","CENTRAL GOLDFIELDS SHIRE","101176","FLAGSTAFF","REGISTERED","LOCB","143.7746845","-37.0489631","101162"
"VIC","WELLINGTON SHIRE","101177","FLAMINGO BEACH","REGISTERED","LOCB","147.3130757","-38.2698605","101163"
"VIC","MELBOURNE CITY","101178","FLEMINGTON","REGISTERED","LOCB","144.9129537","-37.7880344","101164"
"VIC","MOONEE VALLEY CITY","101179","FLEMINGTON","REGISTERED","LOCB","144.9291129","-37.784477","101165"
"VIC","MORNINGTON PENINSULA SHIRE","101180","FLINDERS","REGISTERED","LOCB","144.9748836","-38.4564989","101166"
"VIC","GREATER BENDIGO CITY","101181","FLORA HILL","REGISTERED","LOCB","144.2960204","-36.7825025","101167"
"VIC","MURRINDINDI SHIRE","101183","FLOWERDALE","REGISTERED","LOCB","145.3060636","-37.3038808","101169"
"VIC","MITCHELL SHIRE","101182","FLOWERDALE","REGISTERED","LOCB","145.249781","-37.3332503","101168"
"VIC","WELLINGTON SHIRE","101185","FLYNN","REGISTERED","LOCB","146.7122432","-38.1950715","101171"
"VIC","LATROBE CITY","101184","FLYNN","REGISTERED","LOCB","146.6577343","-38.1885981","101170"
"VIC","WELLINGTON SHIRE","101187","FLYNNS CREEK","REGISTERED","LOCB","146.6535742","-38.2537318","101173"
"VIC","LATROBE CITY","101186","FLYNNS CREEK","REGISTERED","LOCB","146.6277896","-38.2517488","101172"
"VIC","MARIBYRNONG CITY","101188","FOOTSCRAY","REGISTERED","LOCB","144.8994408","-37.7983945","101174"
"VIC","MITCHELL SHIRE","101189","FORBES","REGISTERED","LOCB","144.8890078","-37.3143217","101175"
"VIC","WHITEHORSE CITY","101190","FOREST HILL","REGISTERED","LOCB","145.1710315","-37.8413829","101176"
"VIC","EAST GIPPSLAND SHIRE","101191","FORGE CREEK","REGISTERED","LOCB","147.6302521","-37.9374236","101177"
"VIC","COLAC OTWAY SHIRE","101192","FORREST","REGISTERED","LOCB","143.7058896","-38.5072262","101178"
"VIC","SOUTH GIPPSLAND SHIRE","101193","FOSTER","REGISTERED","LOCB","146.210404","-38.6758483","101179"
"VIC","SOUTH GIPPSLAND SHIRE","101194","FOSTER NORTH","REGISTERED","LOCB","146.1671699","-38.6145798","101180"
"VIC","GREATER BENDIGO CITY","101195","FOSTERVILLE","REGISTERED","LOCB","144.4753272","-36.695969","101181"
"VIC","CORANGAMITE SHIRE","101196","FOXHOW","REGISTERED","LOCB","143.4759581","-38.0544855","101182"
"VIC","MOYNE SHIRE","101197","FRAMLINGHAM","REGISTERED","LOCB","142.6870268","-38.2663582","101183"
"VIC","MOYNE SHIRE","101198","FRAMLINGHAM EAST","REGISTERED","LOCB","142.7123145","-38.1991945","101184"
"VIC","MOUNT ALEXANDER SHIRE","101200","FRANKLINFORD","REGISTERED","LOCB","144.0574199","-37.2398721","101186"
"VIC","HEPBURN SHIRE","101199","FRANKLINFORD","REGISTERED","LOCB","144.0982551","-37.2401884","101185"
"VIC","FRANKSTON CITY","101201","FRANKSTON","REGISTERED","LOCB","145.1414219","-38.150878","101187"
"VIC","FRANKSTON CITY","101202","FRANKSTON NORTH","REGISTERED","LOCB","145.1649802","-38.1227179","101188"
"VIC","FRANKSTON CITY","101203","FRANKSTON SOUTH","REGISTERED","LOCB","145.1296491","-38.1767287","101189"
"VIC","MELTON CITY","123261","FRASER RISE","REGISTERED","LOCB","144.7127694","-37.7036944","122616"
"VIC","ALPINE SHIRE","101204","FREEBURGH","REGISTERED","LOCB","147.0591785","-36.772604","101190"
"VIC","FRENCH ISLAND (UNINCORPORATED)","101205","FRENCH ISLAND","REGISTERED","LOCB","145.3846135","-38.3509265","101191"
"VIC","PYRENEES SHIRE","101206","FRENCHMANS","REGISTERED","LOCB","143.203273","-37.0061752","101192"
"VIC","SURF COAST SHIRE","101207","FRESHWATER CREEK","REGISTERED","LOCB","144.2481119","-38.2701674","101193"
"VIC","MOUNT ALEXANDER SHIRE","101208","FRYERSTOWN","REGISTERED","LOCB","144.2620493","-37.1395243","101194"
"VIC","WELLINGTON SHIRE","101209","FULHAM","REGISTERED","LOCB","146.9658319","-38.0825891","101195"
"VIC","BAW BAW SHIRE","101210","FUMINA","REGISTERED","LOCB","146.0891331","-37.9134943","101196"
"VIC","BAW BAW SHIRE","101211","FUMINA SOUTH","REGISTERED","LOCB","146.1247936","-37.9649924","101197"
"VIC","NORTHERN GRAMPIANS SHIRE","101212","FYANS CREEK","REGISTERED","LOCB","142.5798235","-37.0927394","101198"
"VIC","GREATER GEELONG CITY","101213","FYANSFORD","REGISTERED","LOCB","144.2898662","-38.1329865","101199"
"VIC","MANSFIELD SHIRE","103721","GAFFNEYS CREEK","REGISTERED","LOCB","146.1858333","-37.4669444","103574"
"VIC","BAW BAW SHIRE","101214","GAINSBOROUGH","REGISTERED","LOCB","145.9763995","-38.225816","101200"
"VIC","GANNAWARRA SHIRE","101215","GANNAWARRA","REGISTERED","LOCB","144.1466507","-35.717133","101201"
"VIC","ALPINE SHIRE","101216","GAPSTED","REGISTERED","LOCB","146.6999042","-36.5034269","101202"
"VIC","GLEN EIRA CITY","101217","GARDENVALE","REGISTERED","LOCB","145.0088467","-37.8981705","101203"
"VIC","CARDINIA SHIRE","101218","GARFIELD","REGISTERED","LOCB","145.6696825","-38.1011032","101204"
"VIC","CARDINIA SHIRE","101219","GARFIELD NORTH","REGISTERED","LOCB","145.678851","-38.0374578","101205"
"VIC","GOLDEN PLAINS SHIRE","101220","GARIBALDI","REGISTERED","LOCB","143.8585365","-37.730738","101206"
"VIC","MOYNE SHIRE","101222","GARVOC","REGISTERED","LOCB","142.7864166","-38.2898134","101208"
"VIC","CORANGAMITE SHIRE","101221","GARVOC","REGISTERED","LOCB","142.8512508","-38.2921467","101207"
"VIC","WODONGA CITY","101223","GATEWAY ISLAND","REGISTERED","LOCB","146.8966625","-36.096192","101209"
"VIC","SOUTHERN GRAMPIANS SHIRE","101224","GATUM","REGISTERED","LOCB","141.9485745","-37.3929566","101210"
"VIC","MOYNE SHIRE","101225","GAZETTE","REGISTERED","LOCB","142.0974954","-37.9543752","101211"
"VIC","SOUTHERN GRAMPIANS SHIRE","101226","GAZETTE","REGISTERED","LOCB","142.1626106","-37.9105106","101212"
"VIC","GREATER GEELONG CITY","101227","GEELONG","REGISTERED","LOCB","144.362881","-38.14814","101213"
"VIC","GREATER GEELONG CITY","101228","GEELONG WEST","REGISTERED","LOCB","144.344747","-38.139045","101214"
"VIC","EAST GIPPSLAND SHIRE","101229","GELANTIPY","REGISTERED","LOCB","148.235502","-37.1920846","101215"
"VIC","COLAC OTWAY SHIRE","101230","GELLIBRAND","REGISTERED","LOCB","143.5652997","-38.5281865","101216"
"VIC","CORANGAMITE SHIRE","101232","GELLIBRAND LOWER","REGISTERED","LOCB","143.2252469","-38.7141261","101218"
"VIC","COLAC OTWAY SHIRE","101231","GELLIBRAND LOWER","REGISTERED","LOCB","143.262446","-38.6994419","101217"
"VIC","WELLINGTON SHIRE","101233","GELLIONDALE","REGISTERED","LOCB","146.601159","-38.6245881","101219"
"VIC","CARDINIA SHIRE","101234","GEMBROOK","REGISTERED","LOCB","145.6384316","-37.9403498","101220"
"VIC","EAST GIPPSLAND SHIRE","101235","GENOA","REGISTERED","LOCB","149.541295","-37.4887067","101221"
"VIC","BAW BAW SHIRE","101236","GENTLE ANNIE","REGISTERED","LOCB","145.8364007","-37.9474309","101222"
"VIC","TOWONG SHIRE","101237","GEORGES CREEK","REGISTERED","LOCB","147.2575615","-36.15094","101223"
"VIC","SWAN HILL RURAL CITY","101238","GERAHMIN","REGISTERED","LOCB","142.7955531","-35.1810351","101224"
"VIC","HINDMARSH SHIRE","101239","GERANG GERUNG","REGISTERED","LOCB","141.8810626","-36.3652738","101225"
"VIC","COLAC OTWAY SHIRE","101240","GERANGAMETE","REGISTERED","LOCB","143.703289","-38.4538967","101226"
"VIC","NORTHERN GRAMPIANS SHIRE","101241","GERMANIA","REGISTERED","LOCB","142.7585005","-36.976576","101227"
"VIC","ALPINE SHIRE","101242","GERMANTOWN","REGISTERED","LOCB","147.0768778","-36.7387586","101228"
"VIC","MOYNE SHIRE","101243","GERRIGERRUP","REGISTERED","LOCB","142.1921035","-37.9928832","101229"
"VIC","SURF COAST SHIRE","101244","GHERANG","REGISTERED","LOCB","144.1059823","-38.3111045","101230"
"VIC","GOLDEN PLAINS SHIRE","101245","GHERINGHAP","REGISTERED","LOCB","144.2270695","-38.0725272","101231"
"VIC","MURRINDINDI SHIRE","101246","GHIN GHIN","REGISTERED","LOCB","145.3520313","-37.150458","101232"
"VIC","WELLINGTON SHIRE","101247","GIFFARD","REGISTERED","LOCB","147.1052438","-38.3905747","101233"
"VIC","WELLINGTON SHIRE","101248","GIFFARD WEST","REGISTERED","LOCB","147.0040154","-38.3751636","101234"
"VIC","BULOKE SHIRE","101249","GIL GIL","REGISTERED","LOCB","143.034901","-36.322141","101235"
"VIC","YARRA RANGES SHIRE","101250","GILDEROY","REGISTERED","LOCB","145.7143309","-37.8636808","101236"
"VIC","GREATER SHEPPARTON CITY","101251","GILLIESTON","REGISTERED","LOCB","145.2082193","-36.3329544","101237"
"VIC","WELLINGTON SHIRE","101252","GILLUM","REGISTERED","LOCB","146.7337053","-37.7529226","101238"
"VIC","EAST GIPPSLAND SHIRE","101253","GIPSY POINT","REGISTERED","LOCB","149.6908413","-37.4871513","101239"
"VIC","CAMPASPE SHIRE","101254","GIRGARRE","REGISTERED","LOCB","144.9419052","-36.3908835","101240"
"VIC","GREATER SHEPPARTON CITY","101255","GIRGARRE EAST","REGISTERED","LOCB","145.0587864","-36.4437176","101241"
"VIC","MACEDON RANGES SHIRE","101256","GISBORNE","REGISTERED","LOCB","144.57148","-37.5055052","101242"
"VIC","MACEDON RANGES SHIRE","101257","GISBORNE SOUTH","REGISTERED","LOCB","144.6295578","-37.5488154","101243"
"VIC","LODDON SHIRE","101258","GLADFIELD","REGISTERED","LOCB","143.94947","-36.0590995","101244"
"VIC","HUME CITY","101259","GLADSTONE PARK","REGISTERED","LOCB","144.8940536","-37.6885362","101245"
"VIC","YARRA RANGES SHIRE","101260","GLADYSDALE","REGISTERED","LOCB","145.6424296","-37.8405565","101246"
"VIC","BASS COAST SHIRE","101261","GLEN ALVIE","REGISTERED","LOCB","145.6535876","-38.5022238","101247"
"VIC","ALPINE SHIRE","101262","GLEN CREEK","REGISTERED","LOCB","146.9436494","-36.4371069","101248"
"VIC","WELLINGTON SHIRE","101263","GLEN FALLOCH","HISTORICAL","LOCB","146.6116667","-37.6930556","101249"
"VIC","BASS COAST SHIRE","101264","GLEN FORBES","REGISTERED","LOCB","145.525171","-38.4489065","101250"
"VIC","GLEN EIRA CITY","101265","GLEN HUNTLY","REGISTERED","LOCB","145.0411335","-37.8922415","101251"
"VIC","STONNINGTON CITY","101267","GLEN IRIS","REGISTERED","LOCB","145.0504556","-37.8578198","101253"
"VIC","BOROONDARA CITY","101266","GLEN IRIS","REGISTERED","LOCB","145.0725095","-37.8543037","101252"
"VIC","BALLARAT CITY","101268","GLEN PARK","REGISTERED","LOCB","143.9171605","-37.5052184","101254"
"VIC","MOORABOOL SHIRE","101269","GLEN PARK","REGISTERED","LOCB","143.939071","-37.510092","101255"
"VIC","EAST GIPPSLAND SHIRE","101270","GLEN VALLEY","REGISTERED","LOCB","147.518871","-36.909177","101256"
"VIC","MONASH CITY","101271","GLEN WAVERLEY","REGISTERED","LOCB","145.1716242","-37.8823222","101257"
"VIC","EAST GIPPSLAND SHIRE","101272","GLEN WILLS","REGISTERED","LOCB","147.4806685","-36.8356276","101258"
"VIC","COLAC OTWAY SHIRE","101273","GLENAIRE","REGISTERED","LOCB","143.4845271","-38.7368028","101259"
"VIC","EAST GIPPSLAND SHIRE","101274","GLENALADALE","REGISTERED","LOCB","147.3188933","-37.7493838","101260"
"VIC","LODDON SHIRE","101275","GLENALBYN","REGISTERED","LOCB","143.7202505","-36.4896815","101261"
"VIC","MITCHELL SHIRE","101276","GLENAROUA","REGISTERED","LOCB","144.9610159","-37.1118945","101262"
"VIC","PYRENEES SHIRE","101277","GLENBRAE","REGISTERED","LOCB","143.555562","-37.348061","101263"
"VIC","MURRINDINDI SHIRE","101278","GLENBURN","REGISTERED","LOCB","145.4305794","-37.4037723","101264"
"VIC","BALLARAT CITY","101279","GLENDARUEL","REGISTERED","LOCB","143.7296092","-37.3466033","101265"
"VIC","BALLARAT CITY","103718","GLENDONALD","REGISTERED","LOCB","143.8475","-37.3686111","103571"
"VIC","BALLARAT CITY","101280","GLENDONNELL","HISTORICAL","LOCB","143.8445064","-37.3606879","101266"
"VIC","WELLINGTON SHIRE","103510","GLENFALLOCH","REGISTERED","LOCB","146.6116667","-37.6930556","101249"
"VIC","CORANGAMITE SHIRE","101281","GLENFYNE","REGISTERED","LOCB","143.01265","-38.413114","101267"
"VIC","LATROBE CITY","101282","GLENGARRY","REGISTERED","LOCB","146.557674","-38.1355849","101268"
"VIC","WELLINGTON SHIRE","101283","GLENGARRY","REGISTERED","LOCB","146.655293","-38.1275352","101269"
"VIC","LATROBE CITY","101285","GLENGARRY NORTH","REGISTERED","LOCB","146.5648976","-38.0869364","101271"
"VIC","BAW BAW SHIRE","101284","GLENGARRY NORTH","REGISTERED","LOCB","146.5187461","-38.0675157","101270"
